ID,Audience,Surface,ElementType,CurrentText,Source,UiEditable,Flag,Notes
PUB-CONTACT-005,PUBLIC,`/contact` submitting state,metadata,Sending…,`app/routes/contact.tsx:229`,no,KEEP,Live-region status while the form is in flight.
PUB-CONTACT-006,PUBLIC,`/contact` sidebar,heading,Print enquiries,`app/routes/contact.tsx:236`,no,KEEP,Sidebar `h2`.
PUB-CONTACT-007,PUBLIC,`/contact` sidebar,body,"Print interest has its own form, because it asks about a format and a size and can name the photograph you are interested in.",`app/routes/contact.tsx:238`-`239`,no,KEEP,Explains the split between the two journeys.
PUB-CONTACT-008,PUBLIC,`/contact` sidebar,navigation,Register interest in a print,`app/routes/contact.tsx:243`,no,KEEP,Text link to `/prints/enquire`.
PUB-CONTACT-009,PUBLIC,`/contact` sidebar,helper text,"Only what you type here is stored: your name, email address, what the enquiry is about and your message. No address, browser details or tracking identifiers are recorded.",`app/routes/contact.tsx:247`-`249`,no,LEGAL/PRIVACY_REVIEW,Data statement; keep aligned with the privacy notice.
PUB-FORM-001,PUBLIC,Both enquiry forms (bot trap),accessibility label,Website,`app/components/EnquiryForm.tsx:85`,no,REVIEW,"Honeypot field inside an `aria-hidden` wrapper, removed from the tab order; a person never sees or hears it. Wording is chosen to look like an ordinary optional field."
PUB-FORM-002,PUBLIC,Both enquiry forms,warning,"Enquiries cannot be recorded in this environment, so nothing has been saved. Please try again later.","`app/components/EnquiryForm.tsx:112` (`ENQUIRY_COPY.unavailable`, `app/enquiries/enquiry.ts:206`)",no,KEEP,Shown when the enquiry could not be stored at all.
PUB-FORM-003,PUBLIC,Print enquiry form,warning,That photograph is not currently offered for print enquiries. You can still register interest below and Anya will let you know if that changes.,"`app/components/EnquiryForm.tsx:119` (`ENQUIRY_COPY.photoNotOffered`, `app/enquiries/enquiry.ts:210`)",no,KEEP,Shown when a named photograph is published but not print-eligible.
PUB-FORM-004,PUBLIC,Both enquiry forms,validation/error,Please check the following and send the form again.,`app/components/EnquiryForm.tsx:125`,no,KEEP,Heading of the error summary; the individual messages follow in a list.
PUB-FORM-005,PUBLIC,Both enquiry forms,warning,"Print enquiries are handled personally by email. This site has no basket, no checkout and no payment: no price is charged here, and no availability is guaranteed until Anya replies.","`app/components/EnquiryForm.tsx:134` (`ENQUIRY_COPY.noCheckoutNotice`, `app/enquiries/enquiry.ts:197`)",no,KEEP,Same constant as `PUB-PRINTS-004`.
PUB-FORM-006,PUBLIC,Print enquiry form,body,Enquiring about: {photo.title},`app/components/EnquiryForm.tsx:140`,no,KEEP,Names the photograph the server resolved; the title is a stored record value.
PUB-FORM-007,PUBLIC,Print enquiry form,body,"Registering interest in prints, without naming a particular photograph.",`app/components/EnquiryForm.tsx:143`,no,KEEP,Shown when no photograph was named.
PUB-FORM-008,PUBLIC,Both enquiry forms,field label,Your name,`app/components/EnquiryForm.tsx:149`,no,KEEP,"Required, `maxlength` 120."
PUB-FORM-009,PUBLIC,Both enquiry forms,field label,Your email,`app/components/EnquiryForm.tsx:168`,no,KEEP,"Required, `maxlength` 254."
PUB-FORM-010,PUBLIC,Contact form,field label,What is this about?,`app/components/EnquiryForm.tsx:189`,no,KEEP,Category selector; not shown on the print form.
PUB-FORM-011,PUBLIC,Contact form,field label,Please choose…,`app/components/EnquiryForm.tsx:197`,no,KEEP,Empty leading option of the category selector.
PUB-FORM-012,PUBLIC,Print enquiry form,field label,Print format preference (optional),`app/components/EnquiryForm.tsx:216`,no,KEEP,Print-only field.
PUB-FORM-013,PUBLIC,Print enquiry form,field label,No preference,`app/components/EnquiryForm.tsx:218`,no,KEEP,Empty leading option of the format selector; note the separate option `No preference — please advise` (`PUB-FORM-032`).
PUB-FORM-014,PUBLIC,Print enquiry form,field label,Preferred size (optional),`app/components/EnquiryForm.tsx:229`,no,KEEP,"Bounded free text, `maxlength` 40."
PUB-FORM-015,PUBLIC,Print enquiry form,helper text,For example: about 40 × 50 cm,`app/components/EnquiryForm.tsx:236`,no,KEEP,Placeholder text inside the size field.
PUB-FORM-016,PUBLIC,Print enquiry form,helper text,"Dimensions and prices are confirmed with Anya, so there is no fixed size list here.",`app/components/EnquiryForm.tsx:241`,no,KEEP,Explains the absence of a size taxonomy.
PUB-FORM-017,PUBLIC,Print enquiry form,field label,Anything else about the print,`app/components/EnquiryForm.tsx:248`,no,KEEP,"Message field label, print mode."
PUB-FORM-018,PUBLIC,Contact form,field label,Your message,`app/components/EnquiryForm.tsx:248`,no,KEEP,"Message field label, contact mode."
PUB-FORM-019,PUBLIC,Print enquiry form,button,Send print enquiry,`app/components/EnquiryForm.tsx:272`,no,KEEP,"Submit button, print mode."
PUB-FORM-020,PUBLIC,Contact form,button,Send message,`app/components/EnquiryForm.tsx:272`,no,KEEP,"Submit button, contact mode."
PUB-FORM-021,PUBLIC,Both enquiry forms,helper text,"Availability, dimensions, format and price are confirmed in that reply — they are not shown as a fixed offer on this page.","`app/components/EnquiryForm.tsx:275` (`ENQUIRY_COPY.responseExpectation`, `app/enquiries/enquiry.ts:201`)",no,KEEP,Followed immediately by `PUB-FORM-022`.
PUB-FORM-022,PUBLIC,Both enquiry forms,helper text,Your details are used only to answer this enquiry.,`app/components/EnquiryForm.tsx:275`,no,LEGAL/PRIVACY_REVIEW,Data-use sentence; keep aligned with the privacy notice.
PUB-FORM-023,PUBLIC,Contact form category selector; also the enquiries table on `/admin/enquiries`,field label,Band / artist photography,`app/enquiries/enquiry.ts:74` (`ENQUIRY_CATEGORY_LABELS`),no,KEEP,Stored category value `band-artist-photography`.
PUB-FORM-024,PUBLIC,Contact form category selector; also the enquiries table on `/admin/enquiries`,field label,Gig photography,`app/enquiries/enquiry.ts:75` (`ENQUIRY_CATEGORY_LABELS`),no,KEEP,Stored category value `gig-photography`.
PUB-FORM-025,PUBLIC,Contact form category selector; also the enquiries table on `/admin/enquiries`,field label,Event photography,`app/enquiries/enquiry.ts:76` (`ENQUIRY_CATEGORY_LABELS`),no,KEEP,Stored category value `event-photography`.
PUB-FORM-026,PUBLIC,Contact form category selector; also the enquiries table on `/admin/enquiries`,field label,Car photography,`app/enquiries/enquiry.ts:77` (`ENQUIRY_CATEGORY_LABELS`),no,KEEP,Stored category value `car-photography`.
PUB-FORM-027,PUBLIC,Contact form category selector; also the enquiries table on `/admin/enquiries` and the print enquiry form's hidden category,field label,Print enquiry,`app/enquiries/enquiry.ts:78` (`ENQUIRY_CATEGORY_LABELS`),no,KEEP,Also the heading of the acknowledgement page (`PUB-ACK-001`).
PUB-FORM-028,PUBLIC,Contact form category selector; also the enquiries table on `/admin/enquiries`,field label,Something else,`app/enquiries/enquiry.ts:79` (`ENQUIRY_CATEGORY_LABELS`),no,KEEP,Stored category value `other`.
PUB-FORM-029,PUBLIC,Print enquiry form format selector; also the enquiries table on `/admin/enquiries`,field label,Photographic print,`app/enquiries/enquiry.ts:67` (`PRINT_FORMAT_LABELS`),no,KEEP,"Format preference, not a product on sale."
PUB-FORM-030,PUBLIC,Print enquiry form format selector; also the enquiries table on `/admin/enquiries`,field label,Fine-art print,`app/enquiries/enquiry.ts:68` (`PRINT_FORMAT_LABELS`),no,KEEP,Format preference.
PUB-FORM-031,PUBLIC,Print enquiry form format selector; also the enquiries table on `/admin/enquiries`,field label,Framed print,`app/enquiries/enquiry.ts:69` (`PRINT_FORMAT_LABELS`),no,KEEP,Format preference.
PUB-FORM-032,PUBLIC,Print enquiry form format selector; also the enquiries table on `/admin/enquiries`,field label,No preference — please advise,`app/enquiries/enquiry.ts:70` (`PRINT_FORMAT_LABELS`),no,KEEP,Distinct from the empty option `PUB-FORM-013`.
PUB-FORM-033,PUBLIC,Both enquiry forms,warning,That message could not be accepted. Please reload the page and send it again.,"`app/enquiries/enquiry.ts:219` (`ENQUIRY_COPY.submissionNotAccepted`), rendered at `app/components/EnquiryForm.tsx:112`",no,KEEP,General refusal wording; deliberately does not name the rule that refused the submission.
PUB-FORM-034,PUBLIC,Both enquiry forms,warning,Please send the message without links in it — Anya will ask if she needs to see one.,"`app/enquiries/enquiry.ts:228` (`ENQUIRY_COPY.linksNotAccepted`), rendered at `app/components/EnquiryForm.tsx:112`",no,KEEP,"The one specific refusal, because a real visitor can cause it by accident."
PUB-ACK-001,PUBLIC,`/prints/enquire/received`,heading,Print enquiry,`app/components/EnquiryAcknowledgement.tsx:35`,no,KEEP,Eyebrow.
PUB-ACK-002,PUBLIC,`/contact/received`,heading,Contact,`app/components/EnquiryAcknowledgement.tsx:35`,no,KEEP,Eyebrow.
PUB-ACK-003,PUBLIC,`/prints/enquire/received`,heading,Thanks — your enquiry has been received.,"`app/components/EnquiryAcknowledgement.tsx:38` (`ENQUIRY_COPY.acknowledgementHeading`, `app/enquiries/enquiry.ts:187`)",no,KEEP,Claims receipt only.
PUB-ACK-004,PUBLIC,`/contact/received`,heading,Thanks — your message has been received.,"`app/components/EnquiryAcknowledgement.tsx:39` (`ENQUIRY_COPY.acknowledgementHeadingContact`, `app/enquiries/enquiry.ts:192`)",no,KEEP,Claims receipt only.
PUB-ACK-005,PUBLIC,`/prints/enquire/received`,body,"Anya will reply to the email address you gave to confirm availability, format, size and price. Nothing has been ordered and no payment has been taken: this site has no basket and no checkout.","`app/components/EnquiryAcknowledgement.tsx:46` (`ENQUIRY_COPY.acknowledgementBody`, `app/enquiries/enquiry.ts:188`)",no,KEEP,Two sentences joined from one constant.
PUB-ACK-006,PUBLIC,`/contact/received`,body,"Anya will reply to the email address you gave. Nothing further has been created by sending it, and no payment is involved.","`app/components/EnquiryAcknowledgement.tsx:47` (`ENQUIRY_COPY.acknowledgementBodyContact`, `app/enquiries/enquiry.ts:193`)",no,KEEP,Two sentences joined from one constant.
PUB-ACK-007,PUBLIC,`/prints/enquire/received`,body,"Print enquiries are answered personally, so a reply may take a few days. Nothing is reserved or charged while you wait.",`app/components/EnquiryAcknowledgement.tsx:51`-`52`,no,KEEP,Sets a response expectation without promising one.
PUB-ACK-008,PUBLIC,`/contact/received`,body,"Messages are read in Anya’s enquiry list and answered from her own email, so a reply may take a few days.",`app/components/EnquiryAcknowledgement.tsx:56`-`57`,no,KEEP,Sets a response expectation without promising one.
PUB-ACK-009,PUBLIC,`/prints/enquire/received`,navigation,Back to prints,`app/routes/prints.enquire.received.tsx:28`,no,KEEP,Return button.
PUB-ACK-010,PUBLIC,`/contact/received`,navigation,Back to contact,`app/routes/contact.received.tsx:22`,no,KEEP,Return button.
PUB-PRIVACY-001,PUBLIC,`/privacy` header,heading,Privacy,`app/routes/privacy.tsx:32`,no,LEGAL/PRIVACY_REVIEW,Eyebrow.
PUB-PRIVACY-002,PUBLIC,`/privacy` header,heading,Privacy,`app/routes/privacy.tsx:33`,no,LEGAL/PRIVACY_REVIEW,Page `h1`.
PUB-PRIVACY-003,PUBLIC,`/privacy` header,body,"What this site stores, why, and what it deliberately does not collect. Written to describe how the site actually works.",`app/routes/privacy.tsx:34`-`37`,no,LEGAL/PRIVACY_REVIEW,Page lede.
PUB-PRIVACY-004,PUBLIC,`/privacy` operator task block,heading,To be completed before public launch,`app/routes/privacy.tsx:41`,no,LEGAL/PRIVACY_REVIEW,States that a legal task is outstanding; must be resolved by the operator before launch.
PUB-PRIVACY-005,PUBLIC,`/privacy` operator task block,warning,"Three facts are the site owner's to decide, so they are shown here rather than guessed: the identity of the data controller, the retention period for enquiries, and the contact address for data requests. Replace this block with those details.",`app/routes/privacy.tsx:42`-`46`,no,LEGAL/PRIVACY_REVIEW,The three facts cannot be known from the code; the block must be replaced with operator-supplied details.
PUB-PRIVACY-006,PUBLIC,`/privacy`,heading,When you send an enquiry,`app/routes/privacy.tsx:50`,no,LEGAL/PRIVACY_REVIEW,Section `h2`.
PUB-PRIVACY-007,PUBLIC,`/privacy`,body,"The contact form and the print enquiry form ask for your name, your email address and your message, plus the category of enquiry and, for a print enquiry, the photograph and the format you are interested in. Those details are stored so the enquiry can be answered.",`app/routes/privacy.tsx:51`-`56`,no,LEGAL/PRIVACY_REVIEW,Describes the stored columns; keep aligned with the form if fields change.
PUB-PRIVACY-008,PUBLIC,`/privacy`,body,"The stored enquiry does not include your IP address, your browser or device details, the page you came from, or any identifier for your browser. The forms also carry a one-time submission token so that pressing send twice does not create two enquiries.",`app/routes/privacy.tsx:57`-`61`,no,LEGAL/PRIVACY_REVIEW,A factual claim about the code; must be re-verified if the write path changes.
PUB-PRIVACY-009,PUBLIC,`/privacy`,body,"Enquiries are read only in the site's private operator area, behind Cloudflare Access.",`app/routes/privacy.tsx:62`-`64`,no,LEGAL/PRIVACY_REVIEW,Names the identity provider.
PUB-PRIVACY-010,PUBLIC,`/privacy`,heading,Likes and shares,`app/routes/privacy.tsx:68`,no,LEGAL/PRIVACY_REVIEW,Section `h2`.
PUB-PRIVACY-011,PUBLIC,`/privacy`,body,"Liking a photograph stores a random identifier that lives in your browser, so the same browser is not counted twice. It is generated by this site, contains nothing about your device or your network, and is not shared with anybody. Clearing your browser storage removes it.",`app/routes/privacy.tsx:69`-`74`,no,LEGAL/PRIVACY_REVIEW,Describes the anonymous browser identifier accurately; needs review if the cookie changes.
PUB-PRIVACY-012,PUBLIC,`/privacy`,body,"When you use a share control, this site records that a share action was started and which channel you chose. It cannot see whether the share completed, and it does not send anything to those services on your behalf.",`app/routes/privacy.tsx:75`-`79`,no,LEGAL/PRIVACY_REVIEW,Describes share-initiation recording.
PUB-PRIVACY-013,PUBLIC,`/privacy`,heading,What this site does not do,`app/routes/privacy.tsx:83`,no,LEGAL/PRIVACY_REVIEW,Section `h2`.
PUB-PRIVACY-014,PUBLIC,`/privacy`,body,"No third-party analytics, advertising or tracking scripts.",`app/routes/privacy.tsx:85`,no,LEGAL/PRIVACY_REVIEW,List item; a factual claim about the code.
PUB-PRIVACY-015,PUBLIC,`/privacy`,body,"No IP address, user agent or referrer is stored with any visitor action.",`app/routes/privacy.tsx:86`,no,LEGAL/PRIVACY_REVIEW,List item; a factual claim about the code.
PUB-PRIVACY-016,PUBLIC,`/privacy`,body,"No fingerprinting, and no attempt to recognise a device across sites.",`app/routes/privacy.tsx:87`,no,LEGAL/PRIVACY_REVIEW,List item; a factual claim about the code.
PUB-PRIVACY-017,PUBLIC,`/privacy`,body,"No account is needed to browse, like or share.",`app/routes/privacy.tsx:88`,no,LEGAL/PRIVACY_REVIEW,List item.
PUB-PRIVACY-018,PUBLIC,`/privacy`,body,"No analytics, advertising or profiling cookie is set, and no cookie is required to browse the site.",`app/routes/privacy.tsx`,no,LEGAL/PRIVACY_REVIEW,"Corrected in the V1C review: the site DOES set one first-party engagement cookie, described under PUB-PRIVACY-023/-024."
PUB-PRIVACY-019,PUBLIC,`/privacy`,heading,Operator sign-in,`app/routes/privacy.tsx:94`,no,LEGAL/PRIVACY_REVIEW,Section `h2`.
PUB-PRIVACY-020,PUBLIC,`/privacy`,body,"The site's own management areas are protected by Cloudflare Access. Only the people the site owner has authorised can reach them, and this site never sees or stores their passwords. Visitors are unaffected by that arrangement.",`app/routes/privacy.tsx:95`-`99`,no,LEGAL/PRIVACY_REVIEW,Describes the operator access arrangement.
PUB-PRIVACY-021,PUBLIC,`/privacy`,heading,Questions or requests,`app/routes/privacy.tsx:103`,no,LEGAL/PRIVACY_REVIEW,Section `h2`.
PUB-PRIVACY-022,PUBLIC,`/privacy`,body,"To ask about an enquiry you have sent, or to ask for it to be corrected or removed, write to the address published on the contact page.",`app/routes/privacy.tsx:105`-`106`,no,LEGAL/PRIVACY_REVIEW,Points at an address that `/contact` currently says is not published; the operator must resolve this contradiction.
PUB-PRIVACY-023,PUBLIC,`/privacy`,navigation,contact page,`app/routes/privacy.tsx:106`,no,LEGAL/PRIVACY_REVIEW,"Inline link text inside `PUB-PRIVACY-022`, pointing at `/contact`."
PUB-PRIVACY-024,PUBLIC,`/privacy` engagement cookie,heading,The engagement cookie,`app/routes/privacy.tsx`,no,LEGAL/PRIVACY_REVIEW,"Section `h3`, added in the V1C review when the previous zero-cookie claim was corrected."
PUB-PRIVACY-025,PUBLIC,`/privacy` engagement cookie,body,"To stop the same browser counting the same like twice, this site sets one first-party cookie called {cookie name}. It holds a random value generated by this site. It is marked HttpOnly, so scripts on the page cannot read it; SameSite=Lax; and Secure when you are on an encrypted connection. It is sent only to this site, it lasts up to 400 days, and it is not used for anything else.",`app/routes/privacy.tsx`,no,LEGAL/PRIVACY_REVIEW,Replaces the false 'no cookie is set for visitors' claim (APV1C-02). The cookie name is a code span in the source.
PUB-PRIVACY-026,PUBLIC,`/privacy` engagement cookie,body,"The value is not derived from your IP address, your browser or device details, the page you came from, or anything you type, and it is not shared with anybody. The site's database never stores the cookie value itself: it stores a one-way SHA-256 digest of it, which is enough to recognise a repeat like and not enough to reconstruct the cookie. Clearing your cookies removes the identifier, and a new one is generated the next time you like a photograph.",`app/routes/privacy.tsx`,no,LEGAL/PRIVACY_REVIEW,States the digest-only storage accurately; do not reword into 'no data is stored'.
PUB-ABOUT-001,PUBLIC,`/about` header,heading,About,`app/routes/about.tsx:75`,no,KEEP,Eyebrow.
PUB-ABOUT-002,PUBLIC,`/about` header,heading,About,`app/routes/about.tsx:76`,no,KEEP,Page `h1`.
PUB-ABOUT-003,PUBLIC,`/about`,warning,"Provisional wording. The biography below is the placeholder from the build sheet, not approved final copy, and the portrait is reserved space rather than a photograph. Nothing about Anya’s history, training, clients or credentials is stated here because none has been supplied.",`app/routes/about.tsx:81`-`84`,no,REWRITE_RECOMMENDED,Gated by `SHOW_DEVELOPMENT_NOTICES`. Names the internal build sheet; a launch rewrite is recommended if the switch stays on.
PUB-ABOUT-004,PUBLIC,`/about` biography,body,"I’m Anya — a photographer drawn to the energy of cities, live music, cars and the moments that happen after dark.",`app/routes/about.tsx:91`-`92`,no,OPERATOR_CONTENT_REQUIRED,Provisional biography text; the approved biography is still to be supplied.
PUB-ABOUT-005,PUBLIC,`/about` biography,body,"The final biography, portrait and selected supporting photographs are supplied by the photographer before publication.",`app/routes/about.tsx:95`-`96`,no,OPERATOR_CONTENT_REQUIRED,Process statement that becomes false once the biography is supplied.
PUB-ABOUT-006,PUBLIC,`/about` biography,body,"The work on this site is arranged into collections rather than a single stream, so it can be read the way it was photographed — a night out, a set, a skyline, a car park at dusk.",`app/routes/about.tsx:99`-`102`,no,KEEP,Editorial description of the site's structure.
PUB-ABOUT-007,PUBLIC,`/about` reserved portrait space,body,Portrait placeholder,`app/routes/about.tsx:112`,no,OPERATOR_CONTENT_REQUIRED,Gated by `SHOW_DEVELOPMENT_NOTICES`; also read aloud as `Placeholder image: Portrait placeholder` (`PUB-UI-002`).
PUB-ABOUT-008,PUBLIC,`/about` collections,heading,Collections,`app/routes/about.tsx:121`,no,KEEP,Eyebrow.
PUB-ABOUT-009,PUBLIC,`/about` collections,heading,What is on the site,`app/routes/about.tsx:122`,no,KEEP,Section `h2`.
PUB-ABOUT-010,PUBLIC,`/about` collections list,body,{gallery.name} — {gallery.description},`app/routes/about.tsx:128`-`130`,via settings,OPERATOR_CONTENT_REQUIRED,"Operator content: one list item per published gallery, edited on `/admin/galleries`."
PUB-ABOUT-011,PUBLIC,`/about` collections,body,Copyright in every photograph remains with the photographer. Nothing here may be reproduced without permission — ask first and the answer is usually yes.,`app/routes/about.tsx:135`-`137`,no,LEGAL/PRIVACY_REVIEW,Rights statement with a colloquial second sentence; legal review recommended.
PUB-ABOUT-012,PUBLIC,`/about` enquiries,heading,Working together,`app/routes/about.tsx:143`,no,KEEP,Eyebrow.
PUB-ABOUT-013,PUBLIC,`/about` enquiries,heading,Enquiries,`app/routes/about.tsx:144`,no,KEEP,Section `h2`.
PUB-ABOUT-014,PUBLIC,`/about` enquiries,body,"Shoots, licensing and print interest all start the same way: a message describing what you have in mind. There is no booking system and no checkout on this site — every enquiry is answered personally.",`app/routes/about.tsx:148`-`151`,no,KEEP,Capability statement.
PUB-ABOUT-015,PUBLIC,`/about` enquiries,button,Send an enquiry,`app/routes/about.tsx:155`,no,KEEP,Links to `/contact`.
PUB-ABOUT-016,PUBLIC,`/about` enquiries,button,Explore galleries,`app/routes/about.tsx:158`,no,KEEP,Links to `/galleries`.
PUB-WATERMARK-001,PUBLIC,Every public derivative whose upload was watermarked,metadata,ANYAPARALLAX,`app/images/watermark-asset.ts:130` (`renderWordmark`),via settings,KEEP,"Rasterised into the watermark PNG, not HTML text; drawn only when the watermark is enabled for that upload (default from the `watermark.default_enabled` setting)."
PUB-WATERMARK-002,PUBLIC,Every public derivative whose upload was watermarked,metadata,PHOTOGRAPHY,`app/images/watermark-asset.ts:131` (`renderWordmark`),via settings,KEEP,Second line of the watermark wordmark. The overlay's internal `label` string is developer-facing and never rendered.
ADM-NAV-001,PHOTOGRAPHER,`/admin` brand tagline,body,Admin,`app/layouts/admin.tsx:40` (`areaName`),no,KEEP,The manager area renders `Manager` in the same slot (`MGR-NAV-001`).
ADM-NAV-002,PHOTOGRAPHER,`/admin` brand link,accessibility label,{site.name} — public site,`app/components/AreaShell.tsx:50`,no,KEEP,Resolves to `Anyaparallax — public site`.
ADM-NAV-003,PHOTOGRAPHER,`/admin` identity line,body,Photographer,`app/components/AreaShell.tsx:21` (`ROLE_LABELS`),no,KEEP,Shown when the signed-in role is photographer; managers see `Manager`.
ADM-NAV-004,PHOTOGRAPHER,`/admin` identity line,body,Manager,`app/components/AreaShell.tsx:22` (`ROLE_LABELS`),no,KEEP,Shown when the signed-in role is manager.
ADM-NAV-005,PHOTOGRAPHER,`/admin` identity line,body,{operator.email},`app/components/AreaShell.tsx:58`,yes,KEEP,"Account content from the `users` table, added and changed on `/manager/settings`."
ADM-NAV-006,PHOTOGRAPHER,`/admin` identity line,metadata,development identity,`app/components/AreaShell.tsx:60`,no,KEEP,Shown only when the local development identity header is in use.
ADM-NAV-007,PHOTOGRAPHER,`/admin` identity line,metadata,Cloudflare Access,`app/components/AreaShell.tsx:60`,no,KEEP,Shown when the identity was proven by Access.
ADM-NAV-008,PHOTOGRAPHER,`/admin` area navigation,accessibility label,{areaName} navigation,`app/components/AreaShell.tsx:64`,no,KEEP,Resolves to `Admin navigation` or `Manager navigation`.
ADM-NAV-009,PHOTOGRAPHER,`/admin` area navigation,navigation,Dashboard,`app/layouts/admin.tsx:18`,no,KEEP,"Exact-path match, so it is not always active."
ADM-NAV-010,PHOTOGRAPHER,`/admin` area navigation,navigation,Photos,`app/layouts/admin.tsx:19`,no,KEEP,Duplicated as a dashboard link label (`ADM-DASH-023`) from a separate constant.
ADM-NAV-011,PHOTOGRAPHER,`/admin` area navigation,navigation,Upload photos,`app/layouts/admin.tsx:20`,no,KEEP,Duplicated as `ADM-DASH-024`.
ADM-NAV-012,PHOTOGRAPHER,`/admin` area navigation,navigation,Galleries,`app/layouts/admin.tsx:21`,no,KEEP,Duplicated as `ADM-DASH-027`.
ADM-NAV-013,PHOTOGRAPHER,`/admin` area navigation,navigation,Enquiries,`app/layouts/admin.tsx:22`,no,KEEP,Duplicated as `ADM-DASH-025`.
ADM-NAV-014,PHOTOGRAPHER,`/admin` area navigation,navigation,Print eligibility,`app/layouts/admin.tsx:23`,no,KEEP,Duplicated as `ADM-DASH-026`.
ADM-NAV-015,PHOTOGRAPHER,`/admin` area navigation,navigation,Settings,`app/layouts/admin.tsx:24`,no,KEEP,Duplicated as `ADM-DASH-028`.
ADM-NAV-016,PHOTOGRAPHER,`/admin` area navigation,navigation,View public site,`app/components/AreaShell.tsx:83`,no,KEEP,Links to `/`.
ADM-NAV-017,PHOTOGRAPHER,`/admin` area navigation,navigation,Log out,`app/components/AreaShell.tsx:87`,no,KEEP,Rendered only when an Access logout URL is configured.
ADM-NAV-018,PHOTOGRAPHER,`/admin` area navigation,navigation,Log out via Cloudflare Access,`app/components/AreaShell.tsx:91`,no,KEEP,Static text shown when no logout URL is available.
ADM-NAV-019,PHOTOGRAPHER,`/admin` main,warning,Development identity in use. Cloudflare Access is not configured in this environment; this header is accepted on loopback only and must not be enabled in a deployment.,`app/components/AreaShell.tsx:100`-`104`,no,REVIEW,Rendered only for a loopback development identity. Names implementation state; keep only for local work.
ADM-DASH-001,PHOTOGRAPHER,`/admin` header,heading,Signed in as {user.role},`app/routes/admin/dashboard.tsx:92`,no,KEEP,Eyebrow naming the signed-in role.
ADM-DASH-002,PHOTOGRAPHER,`/admin` header,heading,Photography workspace,`app/routes/admin/dashboard.tsx:93`,no,KEEP,Page `h1`.
ADM-DASH-003,PHOTOGRAPHER,`/admin` header,body,"Upload and manage photographs, organise the galleries visitors browse, review enquiries and set the defaults new uploads inherit.",`app/routes/admin/dashboard.tsx:94`-`97`,no,KEEP,Page lede.
ADM-DASH-004,PHOTOGRAPHER,`/admin` attention card,heading,Enquiries awaiting a reply,`app/routes/admin/dashboard.tsx:107`,no,KEEP,"Label of the first, people-facing card."
ADM-DASH-005,PHOTOGRAPHER,`/admin` attention card,metadata,Unavailable,`app/routes/admin/dashboard.tsx:112`,no,KEEP,Shown when the enquiry count could not be read; never a fabricated zero.
ADM-DASH-006,PHOTOGRAPHER,`/admin` attention card,metadata,No new enquiries,`app/routes/admin/dashboard.tsx:114`,no,KEEP,Truthful zero.
ADM-DASH-007,PHOTOGRAPHER,`/admin` attention card,metadata,"{n} new enquiry, or {n} new enquiries",`app/routes/admin/dashboard.tsx:115`,no,KEEP,Singular/plural count of enquiries in the `new` state.
ADM-DASH-008,PHOTOGRAPHER,`/admin` attention card,helper text,Print enquiries and contact messages that have not been marked as read yet.,`app/routes/admin/dashboard.tsx:119`,no,KEEP,Explains what the number means.
ADM-DASH-009,PHOTOGRAPHER,`/admin` attention card,warning,The enquiry list could not be read in this environment.,`app/routes/admin/dashboard.tsx:120`,no,KEEP,Shown instead of `ADM-DASH-008` when the read failed.
ADM-DASH-010,PHOTOGRAPHER,`/admin` attention card,navigation,Open the enquiry list,`app/routes/admin/dashboard.tsx:122`,no,KEEP,Links to `/admin/enquiries`.
ADM-DASH-011,PHOTOGRAPHER,`/admin` status grid,metadata,Published galleries,`app/routes/admin/dashboard.tsx:129`,no,KEEP,Card label; the value is a live count.
ADM-DASH-012,PHOTOGRAPHER,`/admin` status grid,metadata,Published photographs,`app/routes/admin/dashboard.tsx:133`,no,KEEP,Card label; the value is a live count.
ADM-DASH-013,PHOTOGRAPHER,`/admin` engagement block,heading,Engagement,`app/routes/admin/dashboard.tsx:145`,no,KEEP,Section `h2`.
ADM-DASH-014,PHOTOGRAPHER,`/admin` engagement block,metadata,Likes,`app/routes/admin/dashboard.tsx:152`,no,KEEP,Card label; aggregate only.
ADM-DASH-015,PHOTOGRAPHER,`/admin` engagement block,metadata,Share actions initiated,`app/routes/admin/dashboard.tsx:156`,no,KEEP,"Deliberately says ""initiated"": the application cannot know whether a share completed."
ADM-DASH-016,PHOTOGRAPHER,`/admin` engagement block,empty state,No likes or shares recorded yet. Both appear here once visitors use the controls on a photograph's page.,`app/routes/admin/dashboard.tsx:161`-`164`,no,KEEP,Shown when both totals are zero.
ADM-DASH-017,PHOTOGRAPHER,`/admin` engagement table,accessibility label,"Most liked and most shared photographs, and the channels used",`app/routes/admin/dashboard.tsx:168`-`170`,no,KEEP,"Table caption, visually hidden."
ADM-DASH-018,PHOTOGRAPHER,`/admin` engagement table,metadata,Most liked,`app/routes/admin/dashboard.tsx:173`,no,KEEP,Column heading.
ADM-DASH-019,PHOTOGRAPHER,`/admin` engagement table,metadata,Most shared,`app/routes/admin/dashboard.tsx:174`,no,REWRITE_RECOMMENDED,Column heading.
ADM-DASH-020,PHOTOGRAPHER,`/admin` engagement table,metadata,Channels used,`app/routes/admin/dashboard.tsx:175`,no,KEEP,Column heading.
